=== TOP 120 CUMULATIVE ===
         90195523 function calls (86885269 primitive calls) in 138.869 seconds

   Ordered by: cumulative time
   List reduced from 2992 to 120 due to restriction <120>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12960    0.266    0.000    7.471    0.001 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:1946(_setitem_with_indexer_split_path)
    50414    0.264    0.000    0.426    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    31590    0.262    0.000    1.285    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatalist.py:753(search_data)
    11448    0.249    0.000    2.431    0.000 C:\Python312\Lib\site-packages\flopy\utils\binaryfile\__init__.py:1313(_get_header)
    29520    0.247    0.000    0.256    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\dtypes\cast.py:550(maybe_promote)
   180689    0.245    0.000    0.319    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:586(_get_axis)
    69957    0.241    0.000    2.442    0.000 C:\Python312\Lib\site-packages\flopy\utils\binaryfile\__init__.py:168(binaryread)
    42803    0.240    0.000    0.699    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\managers.py:1863(from_array)
    60153    0.239    0.000    0.769    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:69(_wrapreduction)
    92929    0.235    0.000    1.086    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\common.py:97(is_bool_indexer)
    12960    0.234    0.000    0.234    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\blocks.py:1269(set_inplace)
159036/2384    0.231    0.000    0.675    0.000 C:\Python312\Lib\copy.py:118(deepcopy)
   160932    0.231    0.000    0.545    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\dtypes\common.py:1434(_is_dtype_type)
    29417    0.231    0.000    4.535    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\frame.py:4062(__getitem__)
