point_id,point_label,x_m,solver,solver_label,elapsed_days,head_m,clearance_m
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,600.0,5.921837780410512,-2.3906622195894878
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,630.0,5.80489075181395,-2.50760924818605
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,660.0,5.70372033992165,-2.6087796600783504
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,690.0,5.616140293325912,-2.6963597066740883
mid_slope,Mid slope,135.0,boussinesq,Boussinesq,720.0,5.5402812769067085,-2.7722187230932915
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,30.0,5.515296459197998,-1.172203540802002
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,60.0,5.827649752298991,-0.8598502477010088
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,90.0,5.9420186678568525,-0.7454813321431475
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,120.0,6.049311796824138,-0.6381882031758623
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,150.0,6.30354658762614,-0.3839534123738604
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,180.0,6.47496763865153,-0.21253236134846976
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,210.0,6.4850514729817705,-0.20244852701822946
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,240.0,6.5090263684590655,-0.17847363154093454
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,270.0,6.670851707458496,-0.016648292541503906
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,300.0,6.738474051157634,0.05097405115763376
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,330.0,6.687290032704671,-0.0002099672953290721
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,360.0,6.677918752034505,-0.009581247965495088
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,390.0,6.780101299285889,0.09260129928588867
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,420.0,6.796890417734782,0.1093904177347822
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,450.0,6.730152289072673,0.04265228907267282
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,480.0,6.715985298156738,0.02848529815673828
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,510.0,6.804508368174235,0.11700836817423532
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,540.0,6.809855779012044,0.12235577901204397
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,570.0,6.7402693430582685,0.052769343058268525
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,600.0,6.725098927815755,0.03759892781575491
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,630.0,6.810663064320882,0.12316306432088187
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,660.0,6.813390572865804,0.12589057286580374
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,690.0,6.743127187093099,0.05562718709309866
near_toe,Near toe,265.0,modflownwt,MODFLOW-NWT,720.0,6.727104028065999,0.03960402806599905
near_toe,Near toe,265.0,modflow6,MODFLOW 6,30.0,6.848566162405902,0.161066162405902
near_toe,Near toe,265.0,modflow6,MODFLOW 6,60.0,6.835134492155998,0.14763449215599778
near_toe,Near toe,265.0,modflow6,MODFLOW 6,90.0,6.760531435384618,0.07303143538461843
near_toe,Near toe,265.0,modflow6,MODFLOW 6,120.0,6.743919885177044,0.05641988517704366
near_toe,Near toe,265.0,modflow6,MODFLOW 6,150.0,6.823527563133592,0.13602756313359166
near_toe,Near toe,265.0,modflow6,MODFLOW 6,180.0,6.820752010591953,0.1332520105919528
near_toe,Near toe,265.0,modflow6,MODFLOW 6,210.0,6.748734368251576,0.06123436825157569
near_toe,Near toe,265.0,modflow6,MODFLOW 6,240.0,6.732838833873296,0.04533883387329585
near_toe,Near toe,265.0,modflow6,MODFLOW 6,270.0,6.816044894682854,0.1285448946828538
near_toe,Near toe,265.0,modflow6,MODFLOW 6,300.0,6.816542552357316,0.12904255235731643
near_toe,Near toe,265.0,modflow6,MODFLOW 6,330.0,6.745332677571585,0.057832677571584945
near_toe,Near toe,265.0,modflow6,MODFLOW 6,360.0,6.729632465454589,0.04213246545458915
near_toe,Near toe,265.0,modflow6,MODFLOW 6,390.0,6.813883789694603,0.12638378969460273
near_toe,Near toe,265.0,modflow6,MODFLOW 6,420.0,6.8153542030740155,0.12785420307401552
near_toe,Near toe,265.0,modflow6,MODFLOW 6,450.0,6.744418853759133,0.05691885375913319
near_toe,Near toe,265.0,modflow6,MODFLOW 6,480.0,6.728772660805383,0.041272660805383055
near_toe,Near toe,265.0,modflow6,MODFLOW 6,510.0,6.813306039066453,0.12580603906645305
near_toe,Near toe,265.0,modflow6,MODFLOW 6,540.0,6.815035326240847,0.12753532624084674
near_toe,Near toe,265.0,modflow6,MODFLOW 6,570.0,6.744174395242108,0.0566743952421076
near_toe,Near toe,265.0,modflow6,MODFLOW 6,600.0,6.728542405528906,0.04104240552890559
near_toe,Near toe,265.0,modflow6,MODFLOW 6,630.0,6.813151433009192,0.12565143300919157
near_toe,Near toe,265.0,modflow6,MODFLOW 6,660.0,6.814949742212375,0.1274497422123746
near_toe,Near toe,265.0,modflow6,MODFLOW 6,690.0,6.74410891136223,0.0566089113622299
near_toe,Near toe,265.0,modflow6,MODFLOW 6,720.0,6.728480694032553,0.040980694032552556
near_toe,Near toe,265.0,boussinesq,Boussinesq,30.0,5.169497931663026,-1.5180020683369744
near_toe,Near toe,265.0,boussinesq,Boussinesq,60.0,5.455781652667394,-1.231718347332606
near_toe,Near toe,265.0,boussinesq,Boussinesq,90.0,5.845513922796759,-0.8419860772032406
near_toe,Near toe,265.0,boussinesq,Boussinesq,120.0,6.237848363715344,-0.4496516362846563
near_toe,Near toe,265.0,boussinesq,Boussinesq,150.0,6.492814878095609,-0.19468512190439125
near_toe,Near toe,265.0,boussinesq,Boussinesq,180.0,6.623216581756391,-0.06428341824360917
near_toe,Near toe,265.0,boussinesq,Boussinesq,210.0,6.665459503864717,-0.022040496135282694
near_toe,Near toe,265.0,boussinesq,Boussinesq,240.0,6.67853500723448,-0.008964992765520208
near_toe,Near toe,265.0,boussinesq,Boussinesq,270.0,6.683193778489266,-0.004306221510733899
near_toe,Near toe,265.0,boussinesq,Boussinesq,300.0,6.684991515035482,-0.002508484964518054
near_toe,Near toe,265.0,boussinesq,Boussinesq,330.0,6.685652016682464,-0.001847983317536439
near_toe,Near toe,265.0,boussinesq,Boussinesq,360.0,6.644013456056892,-0.043486543943108025
near_toe,Near toe,265.0,boussinesq,Boussinesq,390.0,6.427358479619907,-0.26014152038009275
near_toe,Near toe,265.0,boussinesq,Boussinesq,420.0,6.237126407748266,-0.4503735922517338
near_toe,Near toe,265.0,boussinesq,Boussinesq,450.0,6.072428062055273,-0.6150719379447267
near_toe,Near toe,265.0,boussinesq,Boussinesq,480.0,5.930684016630825,-0.756815983369175
near_toe,Near toe,265.0,boussinesq,Boussinesq,510.0,5.808936387482242,-0.878563612517758
near_toe,Near toe,265.0,boussinesq,Boussinesq,540.0,5.704371349902277,-0.983128650097723
near_toe,Near toe,265.0,boussinesq,Boussinesq,570.0,5.614495793113844,-1.0730042068861563
near_toe,Near toe,265.0,boussinesq,Boussinesq,600.0,5.537163810144939,-1.1503361898550608
near_toe,Near toe,265.0,boussinesq,Boussinesq,630.0,5.4705494704740145,-1.2169505295259855
near_toe,Near toe,265.0,boussinesq,Boussinesq,660.0,5.413104894700843,-1.2743951052991571
near_toe,Near toe,265.0,boussinesq,Boussinesq,690.0,5.36351815701433,-1.3239818429856696
near_toe,Near toe,265.0,boussinesq,Boussinesq,720.0,5.320675769429803,-1.366824230570197
